date,sp500,strategy,sp500Return,strategyReturn,holding,rebalanced
2001-02-09,100.000000,100.000000,0.0000000000,0.0000000000,GE,0
2001-02-12,101.189868,103.954978,0.0118986822,0.0395497773,GE,0
2001-02-13,100.321589,103.279217,-0.0085806901,-0.0065005128,GE,0
2001-02-14,100.109673,101.222727,-0.0021123749,-0.0199119403,GE,0
2001-02-15,100.930074,105.060197,0.0081950227,0.0379111501,GE,0
2001-02-16,99.029166,102.883301,-0.0188339016,-0.0207204697,GE,0
2001-02-20,97.317441,104.378428,-0.0172850672,0.0145322623,GE,0
2001-02-21,95.523288,103.548307,-0.0184360855,-0.0079529925,GE,0
2001-02-22,95.343672,103.139963,-0.0018803428,-0.0039435148,GE,0
2001-02-23,94.820803,101.109121,-0.0054840383,-0.0196901510,GE,0
2001-02-26,96.485985,105.067704,0.0175613552,0.0391515838,GE,0
2001-02-27,95.753809,105.068954,-0.0075884144,0.0000119048,GE,0
2001-02-28,94.390497,101.787097,-0.0142376800,-0.0312352684,GE,0
2001-03-01,94.495441,100.561315,0.0011118015,-0.0120426096,GE,0
2001-03-02,93.965470,97.542740,-0.0056084213,-0.0300172603,GE,0
2001-03-05,94.522645,98.638311,0.0059295692,0.0112316976,GE,0
2001-03-06,95.472788,99.466412,0.0100520152,0.0083953306,GE,0
2001-03-07,96.095635,100.697364,0.0065238133,0.0123755610,GE,0
2001-03-08,96.319533,100.435135,0.0023299456,-0.0026041313,GE,0
2001-03-09,93.941157,95.893729,-0.0246925545,-0.0452173058,GE,0
2001-03-12,89.891418,86.734869,-0.0431093209,-0.0955105256,GE,0
2001-03-13,91.230793,92.625683,0.0148999264,0.0679174882,GE,0
2001-03-14,88.879718,89.760170,-0.0257706301,-0.0309364853,GE,0
2001-03-15,89.407898,89.882097,0.0059426391,0.0013583631,GE,0
2001-03-16,87.659740,88.799956,-0.0195526213,-0.0120395645,GE,0
2001-03-19,89.211149,89.977486,0.0176980876,0.0132604825,GE,0
2001-03-20,87.069554,87.678093,-0.0240059196,-0.0255552051,GE,0
2001-03-21,85.515163,85.379097,-0.0178522906,-0.0262208705,GE,0
2001-03-22,85.173766,82.538187,-0.0039922355,-0.0332740640,GE,0
2001-03-23,86.875582,87.549495,0.0199805179,0.0607150255,GE,0
2001-03-26,87.861951,88.081544,0.0113538128,0.0060771174,GE,0
2001-03-27,90.115293,91.766634,0.0256463880,0.0418372539,GE,0
2001-03-28,87.920244,90.979573,-0.0243582220,-0.0085767618,GE,0
2001-03-29,87.519433,90.638863,-0.0045588032,-0.0037449122,GE,0
2001-03-30,88.469533,91.653112,0.0108558704,0.0111900001,GE,0
2001-04-02,87.373347,91.528347,-0.0123905435,-0.0013612670,GE,0
2001-04-03,84.374550,86.885858,-0.0343216527,-0.0507218727,GE,0
2001-04-04,84.135794,86.709423,-0.0028297156,-0.0020306555,GE,0
2001-04-05,87.816858,92.180840,0.0437514648,0.0631006038,GE,0
2001-04-06,86.068227,90.149592,-0.0199122440,-0.0220354708,GE,0
2001-04-09,86.773031,91.962549,0.0081889015,0.0201105397,GE,0
2001-04-10,89.127828,95.961877,0.0271374190,0.0434886673,GE,0
2001-04-11,88.944249,94.753711,-0.0020597274,-0.0125900646,GE,0
2001-04-12,90.294046,97.882508,0.0151757695,0.0330203145,GE,0
2001-04-16,90.009052,97.773199,-0.0031562858,-0.0011167425,GE,0
2001-04-17,90.940995,99.551036,0.0103538780,0.0181832825,GE,0
2001-04-18,94.484225,104.877325,0.0389618557,0.0535030904,GE,0
2001-04-19,95.676071,106.230579,0.0126142340,0.0129032094,GE,0
2001-04-20,94.865565,105.326270,-0.0084713531,-0.0085126994,GE,0
2001-04-23,93.451243,103.358330,-0.0149086998,-0.0186842240,GE,0
2001-04-24,92.321415,100.718844,-0.0120900272,-0.0255372353,GE,0
2001-04-25,93.799693,104.697920,0.0160122952,0.0395067662,GE,0
2001-04-26,94.246860,107.963010,0.0047672577,0.0311858135,GE,0
2001-04-27,95.668226,109.387941,0.0150813110,0.0131983308,GE,0
2001-04-30,95.400969,106.281999,-0.0027935808,-0.0283938227,GE,0
2001-05-01,96.704270,107.118273,0.0136612994,0.0078684420,GE,0
2001-05-02,96.786773,107.537058,0.0008531474,0.0039095514,GE,0
2001-05-03,95.354214,106.225115,-0.0148011877,-0.0121999070,GE,0
2001-05-04,96.737979,109.351434,0.0145118329,0.0294310671,GE,0
2001-05-07,96.508124,109.416587,-0.0023760493,0.0005958137,GE,0
2001-05-08,96.338578,108.369992,-0.0017568118,-0.0095652359,GE,0
2001-05-09,95.913112,108.263955,-0.0044163608,-0.0009784715,GE,0
2001-05-10,95.892462,109.138362,-0.0002153006,0.0080766233,GE,0
2001-05-11,95.172772,107.342683,-0.0075051740,-0.0164532354,GE,0
2001-05-14,95.427879,108.928110,0.0026804663,0.0147697794,GE,0
2001-05-15,95.474428,109.846033,0.0004877883,0.0084268654,GE,0
2001-05-16,98.197757,114.334965,0.0285241754,0.0408656739,GE,0
2001-05-17,98.472238,114.132979,0.0027951852,-0.0017666159,GE,0
2001-05-18,98.744465,116.065026,0.0027645034,0.0169280344,GE,0
2001-05-21,100.346612,116.972207,0.0162251795,0.0078161432,GE,0
2001-05-22,100.090078,115.400208,-0.0025564821,-0.0134390828,GE,0
2001-05-23,98.543185,112.493897,-0.0154550038,-0.0251846242,GE,0
2001-05-24,98.865183,112.591707,0.0032675808,0.0008694721,GE,0
2001-05-25,97.704061,109.413993,-0.0117444966,-0.0282233420,GE,0
2001-05-29,96.949525,108.797956,-0.0077226695,-0.0056303288,GE,0
2001-05-30,95.438662,107.378856,-0.0155840098,-0.0130434473,GE,0
2001-05-31,96.037345,107.337558,0.0062729541,-0.0003845993,GE,0
2001-06-01,96.415103,107.338836,0.0039334470,0.0000119048,GE,0
2001-06-04,96.914516,108.328900,0.0051798233,0.0092237303,GE,0
2001-06-05,98.180376,107.730479,0.0130616188,-0.0055241149,GE,0
2001-06-06,97.151713,106.800477,-0.0104772754,-0.0086326711,GE,0
2001-06-07,97.688767,107.151437,0.0055279926,0.0032861296,GE,0
2001-06-08,96.777733,105.461323,-0.0093258901,-0.0157731413,GE,0
2001-06-11,95.975971,103.842737,-0.0082845669,-0.0153476664,GE,0
2001-06-12,96.094534,106.851768,0.0012353409,0.0289768023,GE,0
2001-06-13,95.011023,104.833627,-0.0112754680,-0.0188872953,GE,0
2001-06-14,93.354964,107.035962,-0.0174301823,0.0210079078,GE,0
2001-06-15,92.939959,106.941654,-0.0044454462,-0.0008810884,GE,0
2001-06-18,92.492751,107.352894,-0.0048118021,0.0038454647,GE,0
2001-06-19,92.816997,107.064700,0.0035056366,-0.0026845481,GE,0
2001-06-20,93.631942,111.230979,0.0087801323,0.0389136518,GE,0
2001-06-21,94.702682,112.291913,0.0114356224,0.0095381192,GE,0
2001-06-22,93.814508,113.624234,-0.0093785488,0.0118647966,GE,0
2001-06-25,93.304420,110.096490,-0.0054372016,-0.0310474629,GE,0
2001-06-26,93.170201,106.911154,-0.0014385009,-0.0289322151,GE,0
2001-06-27,92.741159,105.734522,-0.0046049250,-0.0110056980,GE,0
2001-06-28,93.906407,107.073625,0.0125645132,0.0126647631,GE,0
2001-06-29,93.773733,107.364399,-0.0014128317,0.0027156481,GE,0
2001-07-02,94.725536,109.998841,0.0101499989,0.0245373881,GE,0
2001-07-03,94.558434,108.486925,-0.0017640718,-0.0137448397,GE,0
2001-07-05,93.400107,106.211554,-0.0122498481,-0.0209736872,GE,0
2001-07-06,91.212040,102.747719,-0.0234268162,-0.0326126020,GE,0
2001-07-09,91.845997,102.670107,0.0069503709,-0.0007553688,GE,0
2001-07-10,90.530162,100.272704,-0.0143265427,-0.0233505397,GE,0
2001-07-11,90.433955,97.756988,-0.0010627037,-0.0250887464,GE,0
2001-07-12,92.582913,103.005894,0.0237627299,0.0536934124,GE,0
2001-07-13,93.167336,103.981285,0.0063124271,0.0094692718,GE,0
2001-07-16,92.160069,101.291531,-0.0108113695,-0.0258676696,GE,0
2001-07-17,93.085608,101.053042,0.0100427371,-0.0023544880,GE,0
2001-07-18,92.576410,100.897920,-0.0054702203,-0.0015350556,GE,0
2001-07-19,93.143367,101.858832,0.0061242061,0.0095236103,GE,0
2001-07-20,92.830348,102.195358,-0.0033606137,0.0033038515,GE,0
2001-07-23,91.317470,99.276591,-0.0162972381,-0.0285606640,GE,0
2001-07-24,89.838108,96.425724,-0.0162002019,-0.0287164086,GE,0
2001-07-25,91.289112,95.987776,0.0161513159,-0.0045418165,GE,0
2001-07-26,92.249556,95.878350,0.0105209074,-0.0011399949,GE,0
